productId;title;productPageUrl;imageUrl;offerPrice;numReviews;customerRating;upc;quantity
3MC8V0UBDKB9;(2 pack) Purex Liquid Laundry Detergent, Baby, 75 Fluid Ounces, 50 Loads;https://www.walmart.com/ip/2-pack-Purex-Liquid-Laundry-Detergent-Baby-75-Fluid-Ounces-50-Loads/917087008;https://i5.walmartimages.com/asr/1bb4967d-f8a6-4fc6-b3c2-9ed838bf18ca_1.71131243cae72da6cde9847759f55b4c.png?odnWidth=200&odnHeight=200&odnBg=ffffff;7.62;381;4.7638;;313
4MZMSC94KRGI;Keebler E.L. Fudge Double Stuffed Original Cookies, 12 Oz.;https://www.walmart.com/ip/Keebler-E-L-Fudge-Double-Stuffed-Original-Cookies-12-Oz/10789398;https://i5.walmartimages.com/asr/944d14ae-5b25-4abb-adbd-26572864ce08_1.9de554e84f621f8bb20b7c65e7d26b0b.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;6.96;39;4.6154;;657
7H7U3CR4GXLT;SlimFast Advanced Nutrition High Protein Ready to Drink Meal Replacement Shakes, Creamy Chocolate, 11 fl. oz, Pack of 8;https://www.walmart.com/ip/SlimFast-Advanced-Nutrition-High-Protein-Ready-to-Drink-Meal-Replacement-Shakes-Creamy-Chocolate-11-fl-oz-Pack-of-8/178461646;https://i5.walmartimages.com/asr/1dbcf7dc-54cd-4bfb-8f91-bc5a3b97ed13_1.a85c38dc9646f3597d9644b3918c1816.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;8.29;41;4.8537;0000834678020;1118
5WGTG2CF2IGY;(2 pack) Propel Powder Packets Berry With Electrolytes, Vitamins and No Sugar, 10 Ct;https://www.walmart.com/ip/2-pack-Propel-Powder-Packets-Berry-With-Electrolytes-Vitamins-and-No-Sugar-10-Ct/842086941;https://i5.walmartimages.com/asr/60b42443-8f28-4e44-87f9-93e1e9c7568e_1.f8de6b224ddaaeffbf275a3e2f30305e.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;22.98;23;4.4348;;3551
73HBMQ9IZMZN;Jolly Time White Popcorn Kernels, 32 Oz;https://www.walmart.com/ip/Jolly-Time-White-Popcorn-Kernels-32-Oz/14122391;https://i5.walmartimages.com/asr/e6d4f7bd-12f0-4fe9-b29f-ec8332876f1e_1.245010b99bc8d8843f7ccde4320e51cc.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;3.61;52;4.2115;0002819000244;4719
1WUXK151VM41;Ziploc Snack Bags, 90 Count;https://www.walmart.com/ip/Ziploc-Snack-Bags-90-Count/15029060;https://i5.walmartimages.com/asr/246d0c16-05c6-4562-9c37-35d74367173b_1.0c8bb370c73d4d0b78a9f68c340adba9.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;4.05;170;2.6824;0002570001144;349
51YU1LAHV5ZS;Cottonelle FreshCare Flushable Wet Wipes, 42 Wipes per Pack;https://www.walmart.com/ip/Cottonelle-FreshCare-Flushable-Wet-Wipes-42-Wipes-per-Pack/46480131;https://i5.walmartimages.com/asr/6bc26866-371b-407a-9e55-434cbf8897a0_1.fd7fa61d44034da516cf185a9d804b61.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;7.28;1777;4.4851;0003600044019;2738
2B9OA57UT15F;(400 Packets) Great Value Sweetener with Sucralose Packets;https://www.walmart.com/ip/400-Packets-Great-Value-Sweetener-with-Sucralose-Packets/920148823;https://i5.walmartimages.com/asr/38fbd49b-918d-42b2-9abf-c5e366097b55_3.1fec9297772f91b6b5a9307010d79ac0.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;7.76;122;4.6311;;410
34O3IUTRYUGX;Straight Talk $35 Unlimited 30 Day Plan (with 3GB of data at high speeds, then 2G*) (Email Delivery);https://www.walmart.com/ip/Straight-Talk-35-Unlimited-30-Day-Plan-with-3GB-of-data-at-high-speeds-then-2G-Email-Delivery/300594019;https://i5.walmartimages.com/asr/6dbdd10d-4a01-4362-b300-53b6c477a0ef_1.cdfb8266c04bd1a2dc9b765f2f1833a6.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;35;35;2.9714;0061696022978;2147383647
4FLLI3W2SEM3;(3 Pack) Dial Complete Antibacterial Foaming Hand Wash, Power Berries, 7.5 Ounce;https://www.walmart.com/ip/3-Pack-Dial-Complete-Antibacterial-Foaming-Hand-Wash-Power-Berries-7-5-Ounce/47243777;https://i5.walmartimages.com/asr/0c63444f-26d8-44a6-9b3d-f70a8c2a691b_1.ac90934fa9d2d6bf5e6600658e02e037.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;5.52;23;4.7391;;715794549
70P2XZ9LQW4N;Goya Tomato Sauce, 8-Ounce Units;https://www.walmart.com/ip/Goya-Tomato-Sauce-8-Ounce-Units/36363854;https://i5.walmartimages.com/asr/efb42708-b1ec-4577-91f9-440a93da6a71_1.ec80663e6a776af05060c49bd535845c.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;7.37;8;4.375;0004133103961;572
57YVW6ZLNWAO;Arm & Hammer Double Duty Cat Litter Deodorizer With Advanced Odor Control, 30-oz;https://www.walmart.com/ip/Arm-Hammer-Double-Duty-Cat-Litter-Deodorizer-With-Advanced-Odor-Control-30-oz/22234370;https://i5.walmartimages.com/asr/e212d75c-d1cc-45ad-8371-59f79f3ee0c9_1.4ed8129e101158d725bd3c3fda82d15b.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;4.49;275;3.8691;0003320015029;1182
3GWY3KLIAR0H;(3 Pack) Lysol Bleach Free Hydrogen Peroxide Multi-Purpose Cleaner Spray, Citrus, 32oz;https://www.walmart.com/ip/3-Pack-Lysol-Bleach-Free-Hydrogen-Peroxide-Multi-Purpose-Cleaner-Spray-Citrus-32oz/47240775;https://i5.walmartimages.com/asr/f0d6e992-242b-4d02-b5c0-bb9a7e6efbde_1.52a7ac9154ac9a7434ae5e30ea36245b.png?odnWidth=200&odnHeight=200&odnBg=ffffff;7.62;234;4.547;;261
1Q0SOZFPP5G8;(2 Pack) Lawry's Economy Size Seasoned Salt, 16 oz;https://www.walmart.com/ip/2-Pack-Lawry-s-Economy-Size-Seasoned-Salt-16-oz/47226911;https://i5.walmartimages.com/asr/facbb014-826e-4887-b8fd-6275ffc4afde_1.1264f93452221ff9348d2418ca34a734.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;5.56;31;4.8387;;286
6EPJD8VRSGUH;Degree Women Shower Clean Dry Protection Antiperspirant Deodorant, 2.6 oz, Twin Pack;https://www.walmart.com/ip/Degree-Women-Shower-Clean-Dry-Protection-Antiperspirant-Deodorant-2-6-oz-Twin-Pack/11976591;https://i5.walmartimages.com/asr/30f976f1-9591-48ae-8b77-0ec1b464210c_1.7d50da4a7f14d68a0dda9dadb37a4b19.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;8.49;136;4.5441;;996
3MEW8BRG3TXG;Blue Diamond Nut-Thins Gluten-Free Nut & Rice Cracker Snacks, 4.25 Oz.;https://www.walmart.com/ip/Blue-Diamond-Nut-Thins-Gluten-Free-Nut-Rice-Cracker-Snacks-4-25-Oz/10307511;https://i5.walmartimages.com/asr/7b463f1b-b027-4ecd-8fe7-c96974f7c90d_1.9a42e251b57775c5ae6924f25ac1d288.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;5.78;61;4.6885;;489
4CO9U3WEN1AE;Mahatma Jasmine Thai Long Grain Rice, 5-Pound Bag;https://www.walmart.com/ip/Mahatma-Jasmine-Thai-Long-Grain-Rice-5-Pound-Bag/14940616;https://i5.walmartimages.com/asr/999ec880-12d1-4865-b0b4-244a195a2fef_2.7439d0429f64472e5774c1294b6367d9.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;5.76;50;4.74;0001740010951;54
2SHXBA0E2UA8;Great Value Ultimate Fresh Original Clean Laundry Detergent, 32 loads, 50 fl oz;https://www.walmart.com/ip/Great-Value-Ultimate-Fresh-Original-Clean-Laundry-Detergent-32-loads-50-fl-oz/117640587;https://i5.walmartimages.com/asr/65b610cf-5668-4e5d-b54f-953ef593ef17_1.b617c836110cad70efb9925f6f402bba.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;6.28;35;4.2857;0007874218716;244
